Player,Pos,Team,Start,End,Yrs,Value,AAV,2-Year_Cash,3-Year_Cash
Colby Jones,SG,SAC,2023,2026,4,8768281,2192070,2824107,5045784
G.G. Jackson,PF,MEM,2023,2026,4,8511167,2127792,3883285,6104962
Leonard Miller,SF,MIN,2023,2026,4,8319739,2079935,3691857,5913534
Jalen Pickett,PG,DEN,2023,2026,4,8227882,2056971,3600000,5821677
Julian Phillips,SF,CHI,2023,2026,4,8119739,2029935,3491857,5713534
Craig Porter Jr.,G,CLE,2023,2026,4,8019739,2004935,3391857,5613534
Seth Curry,SG,DAL,2023,2024,2,8000000,4000000,5517241,5517241
Troy Brown Jr.,SG,MIN,2023,2024,2,8000000,4000000,5540230,5540230
Miles Bridges,SF,CHA,2023,2023,1,7921300,7921300,7921300,7921300
A.J. Lawson,F,DAL,2023,2026,4,7912022,1978006,3120683,5422270
Russell Westbrook,PG,LAC,2023,2024,2,7863263,3931632,7863263,7863263
Kevin Love,C,MIA,2023,2024,2,7863263,3931632,7863263,7863263
Jordan Walsh,SF,BOS,2023,2026,4,7639303,1909826,3011420,5233097
Chris Livingston,SF,MIL,2023,2026,4,7639302,1909826,3011420,5233097
Maxwell Lewis,SF,LAL,2023,2026,4,7639302,1909826,2261201,4482878
Andre Jackson Jr.,SG,MIL,2023,2026,4,7639302,1909826,3011420,5233097
Hunter Tyson,SF,DEN,2023,2026,4,7639302,1909826,3011420,5233097
Trayce Jackson-Davis,PF,GSW,2023,2026,4,7639302,1909826,3011420,5233097
Mouhamed Gueye,PF,ATL,2023,2026,4,7639302,1909826,3011420,5233097
Toumani Camara,PF,PHX,2023,2026,4,7639302,1909826,3011420,5233097
Ricky Council IV,G,PHI,2023,2026,4,7384092,1846023,2756210,4977887
Eric Gordon,SG,PHX,2023,2024,2,6552719,3276360,6552719,6552719
Derrick Rose,PG,MEM,2023,2024,2,6552719,3276360,6552719,6552719
AJ Green,SG,MIL,2023,2025,3,6324049,2108016,4022462,6324049
E.J. Liddell,PF,NOP,2023,2025,3,6224049,2074683,3922462,6224049
Duop Reath,C,POR,2023,2025,3,6221677,2073892,4000000,6221677
Dante Exum,PG,DAL,2023,2024,2,6150000,3075000,6150000,6150000
Matt Ryan,SF,NOP,2023,2025,3,6078471,2026157,3696970,6078471
Josh Richardson,SG,MIA,2023,2024,2,5942620,2971310,4048801,4048801
Jared Butler,PG,WAS,2023,2025,3,5828471,1942824,3446970,5828471
Josh Okogie,SG,PHX,2023,2024,2,5772671,2886336,5772671,5772671
Christian Wood,C,LAL,2023,2024,2,5745889,2872945,5745889,5745889
Darius Bazley,PF,UTA,2023,2025,3,5744999,1915000,2963946,5744999
Kendall Brown,SF,IND,2023,2025,3,5522280,1840760,3220693,5522280
Omer Yurtseven,C,UTA,2023,2024,2,5460000,2730000,5460000,5460000
Torrey Craig,SF,CHI,2023,2024,2,5373575,2686788,5373575,5373575
Thomas Bryant,C,MIA,2023,2024,2,5373575,2686788,5373575,5373575
Damion Lee,SG,PHX,2023,2024,2,5373575,2686788,5373575,5373575
Sidy Cissoko,SG,SAS,2023,2025,3,5233097,1744366,1482440,3704117
Rayan Rupert,SG,POR,2023,2025,3,5233097,1744366,3011420,5233097
Gui Santos,SF,GSW,2023,2025,3,5143017,1714339,2921340,5143017
Keon Ellis,SF,SAC,2023,2025,3,5105710,1701903,2804123,5105710
Yuta Watanabe,SF,PHX,2023,2024,2,5001258,2500629,3544739,3544739
Keita Bates-Diop,SF,PHX,2023,2024,2,5001258,2500629,3544739,3544739
Drew Eubanks,C,PHX,2023,2024,2,5001258,2500629,5001258,5001258
Bismack Biyombo,C,MEM,2023,2023,1,5000000,5000000,5000000,5000000
Mason Plumlee,C,LAC,2023,2023,1,5000000,5000000,5000000,5000000
Ty Jerome,SG,CLE,2023,2024,2,5000000,2500000,5000000,5000000
Jalen Wilson,PF,BKN,2023,2025,3,4963534,1654511,2741857,4963534
Kenneth Lofton Jr.,PF,UTA,2023,2025,3,4922280,1640760,2620693,4922280
Tristan Vukcevic,C,WAS,2023,2024,2,4849784,2424892,4849784,4849784
Jaxson Hayes,C,LAL,2023,2024,2,4628946,2314473,4628946,4628946
Cam Reddish,SF,LAL,2023,2024,2,4628946,2314473,4628946,4628946
Oshae Brissett,SF,BOS,2023,2024,2,4628946,2314473,4628946,4628946
Onuralp Bitim,SG,CHI,2023,2025,3,4613534,1537845,2391857,4613534
Taurean Prince,PF,LAL,2023,2023,1,4516000,4516000,4516000,4516000
Terry Taylor,SF,CHI,2023,2024,2,4216676,2108338,4216676,4216676
Neemias Queta,C,SAC,2023,2024,2,4216676,2108338,4216676,4216676
Dalano Banton,PG,BOS,2023,2024,2,4216676,2108338,2963065,2963065
Joshua Primo,SG,LAC,2023,2023,2,3961311,1980656,3961311,3961311
Jack White,SF,OKC,2023,2024,2,3922463,1961232,3922462,3922462
Dru Smith,SG,MIA,2023,2024,2,3922462,1961231,3922462,3922462
Orlando Robinson,C,MIA,2023,2024,2,3922462,1961231,3922462,3922462
Ishmael Smith,PG,CHA,2023,2023,1,3196448,3196448,3196448,3196448
Derrick Favors,C,CHI,2023,2023,1,3196448,3196448,3196448,3196448
Reggie Bullock,SF,HOU,2023,2023,1,3196448,3196448,3196448,3196448
Jeremy Lamb,SG,SAC,2023,2023,1,3196448,3196448,3196448,3196448
Rudy Gay,PF,GSW,2023,2023,1,3196448,3196448,3196448,3196448
Markieff Morris,PF,DAL,2023,2023,1,3196448,3196448,3196448,3196448
Taj Gibson,C,WAS,2023,2023,1,3196448,3196448,3196448,3196448
Tristan Thompson,C,CLE,2023,2023,1,3196448,3196448,3196448,3196448
Danny Green,SF,PHI,2023,2023,1,3196448,3196448,3196448,3196448
JaVale McGee,C,SAC,2023,2023,1,3196448,3196448,3196448,3196448
Garrett Temple,SG,TOR,2023,2023,1,3196448,3196448,3196448,3196448
Nerlens Noel,C,SAC,2023,2023,1,3196448,3196448,3196448,3196448
Wesley Matthews,SG,ATL,2023,2023,1,3196448,3196448,3196448,3196448
Robin Lopez,C,MIL,2023,2023,1,3196448,3196448,1212446,1212446
Cory Joseph,PG,GSW,2023,2023,1,3196448,3196448,1212446,1212446
Justin Holiday,SG,DEN,2023,2023,1,3196448,3196448,3196448,3196448
Cody Zeller,C,NOP,2023,2023,1,3196448,3196448,3196448,3196448
Alex Len,C,SAC,2023,2023,1,3196448,3196448,3196448,3196448
Jae Crowder,SF,MIL,2023,2023,1,3196448,3196448,3196448,3196448
Patrick Beverley,PG,PHI,2023,2023,1,3196448,3196448,1212446,1212446
DeAndre Jordan,C,DEN,2023,2023,1,3196448,3196448,3196448,3196448
Eugene Omoruyi,SF,WAS,2023,2024,2,3096970,1548485,3096970,3096970
Filip Petrusev,PF,PHI,2023,2024,2,3011420,1505710,2959946,2959946
Lindy Waters III,SF,OKC,2023,2024,2,2963065,1481533,1599428,1599428
Justise Winslow,SF,TOR,2023,2023,1,2891467,2891467,2891467,2891467
Cameron Payne,PG,MIL,2023,2023,1,2891467,2891467,1096763,1096763
Elfrid Payton,PG,IND,2023,2023,1,2891467,2891467,2891467,2891467
Kelly Oubre Jr.,SF,PHI,2023,2023,1,2891467,2891467,2891467,2891467
Boban Marjanovic,C,HOU,2023,2023,1,2891467,2891467,2891467,2891467
Montrezl Harrell,C,PHI,2023,2023,1,2891467,2891467,2891467,2891467
Chimezie Metu,C,DET,2023,2024,2,2870425,1435213,2870425,2870425
Jeremiah Robinson-Earl,PF,NOP,2023,2024,2,2845813,1422907,2845813,2845813
Aleksej Pokusevski,PF,CHA,2023,2024,2,2838428,1419214,2838428,2838428
Kyle Lowry,PG,PHI,2023,2023,1,2795839,2795839,2795839,2795839
DaQuan Jeffries,SG,NYK,2023,2024,2,2725239,1362620,2725239,2725239
Glenn Robinson III,SF,MIL,2023,2023,1,2709849,2709849,2709849,2709849
Rodney McGruder,SG,GSW,2023,2023,1,2709849,2709849,2709849,2709849
Derrick Jones Jr.,SF,DAL,2023,2023,1,2709849,2709849,2709849,2709849
Dario Saric,PF,GSW,2023,2023,1,2709849,2709849,2709849,2709849
Malik Beasley,SG,MIL,2023,2023,1,2709849,2709849,2709849,2709849
Stanley Umude,G,DET,2023,2024,2,2659153,1329577,2659153,2659153
David Nwaba,SG,DET,2023,2023,1,2528233,2528233,2528233,2528233
Tony Bradley,C,DAL,2023,2023,1,2528233,2528233,2528233,2528233
Ryan Arcidiacono,PG,NYK,2023,2023,1,2528233,2528233,958985,958985
Shaquille Harrison,PG,MEM,2023,2023,1,2528233,2528233,2528233,2528233
Frank Ntilikina,PG,CHA,2023,2023,1,2528233,2528233,2528233,2528233
Dennis Smith Jr.,PG,BKN,2023,2023,1,2528233,2528233,2528233,2528233
Mamadi Diakite,PF,NYK,2023,2024,2,2525777,1262889,2525777,2525777
Hamidou Diallo,SG,WAS,2023,2023,1,2346614,2346614,2346614,2346614
Wenyen Gabriel,PF,BOS,2023,2023,1,2346614,2346614,2346614,2346614
Kevin Knox,SF,POR,2023,2023,1,2346614,2346614,2346614,2346614
DJ Wilson,PF,ORL,2023,2023,1,2346614,2346614,2346614,2346614
Edmond Sumner,SG,CHA,2023,2023,1,2346614,2346614,2346614,2346614
Jordan Bell,C,IND,2023,2023,1,2346614,2346614,2346614,2346614
Cheick Diallo,PF,MIA,2023,2023,1,2346614,2346614,2346614,2346614
Sviatoslav Mykhailiuk,SG,BOS,2023,2023,1,2346614,2346614,2346614,2346614
Thanasis Antetokounmpo,SF,MIL,2023,2023,1,2346614,2346614,2346614,2346614
Aaron Holiday,PG,HOU,2023,2023,1,2346614,2346614,2346614,2346614
Mohamed Bamba,C,PHI,2023,2023,1,2346614,2346614,2346614,2346614
Lonnie Walker IV,SG,BKN,2023,2023,1,2346614,2346614,2346614,2346614
Chimezie Metu,C,PHX,2023,2023,1,2346614,2346614,890095,890095
Jeff Dowtin,PG,PHI,2023,2024,2,2324653,1162327,2324653,2324653
Neemias Queta,C,BOS,2023,2024,2,2278223,1139112,2278223,2278223
James Johnson,PF,IND,2023,2023,1,2241188,2241188,2241188,2241188
Taj Gibson,C,NYK,2023,2023,1,2241188,2241188,2241188,2241188
Kai Jones,PF,LAC,2023,2024,2,2208578,1104289,2208578,2208578
Javon Freeman-Liberty,G,TOR,2023,2024,2,2181399,1090700,2181399,2181399
Daniel Theis,C,LAC,2023,2023,1,2179511,2179511,2179511,2179511
Dylan Windler,SF,NYK,2023,2023,1,2165000,2165000,2165000,2165000
Treveon Graham,SF,DET,2023,2023,1,2165000,2165000,2165000,2165000
Brandon Goodwin,PG,NYK,2023,2023,1,2165000,2165000,2165000,2165000
Isaiah Roby,PF,NYK,2023,2023,1,2165000,2165000,2165000,2165000
Louis King,SF,LAL,2023,2023,1,2165000,2165000,2165000,2165000
Javonte Green,SG,GSW,2023,2023,1,2165000,2165000,2165000,2165000
Miye Oni,SG,ORL,2023,2023,1,2165000,2165000,2165000,2165000
Jaylen Nowell,SG,SAC,2023,2023,1,2165000,2165000,2165000,2165000
R.J. Hunter,SG,CHA,2023,2023,1,2165000,2165000,2165000,2165000
Chris Silva,F,ATL,2023,2023,1,2165000,2165000,2165000,2165000
Skal Labissiere,PF,SAC,2023,2023,1,2165000,2165000,2165000,2165000
Harry Giles,C,BKN,2023,2023,1,2165000,2165000,2165000,2165000
Romeo Langford,SG,UTA,2023,2023,1,2165000,2165000,2165000,2165000
Moses Brown,C,POR,2023,2023,1,2165000,2165000,2165000,2165000
Darius Bazley,PF,BKN,2023,2023,1,2165000,2165000,2165000,2165000
Bol Bol,PF,PHX,2023,2023,1,2165000,2165000,2165000,2165000
Kevin Knox,SF,DET,2023,2023,1,2144320,2144320,825686,825686
Quinndary Weatherspoon,SG,LAL,2023,2023,1,2092354,2092354,2092354,2092354
Mamadi Diakite,PF,NYK,2023,2023,1,2092354,2092354,2092354,2092354
Devon Dotson,PG,WAS,2023,2023,1,2092354,2092354,2092354,2092354
Paul Watson,SG,SAS,2023,2023,1,2092354,2092354,2092354,2092354
Mychal Mulder,G,MEM,2023,2023,1,2092354,2092354,2092354,2092354
Lamar Stevens,SF,BOS,2023,2023,1,2092354,2092354,805677,805677
Deonte Burton,SF,SAC,2023,2023,1,2092354,2092354,2092354,2092354
Charlie Brown Jr.,SG,NYK,2023,2023,1,2092354,2092354,2092354,2092354
Malik Fitts,PF,WAS,2023,2023,1,2019706,2019706,2019706,2019706
Brian Bowen II,SG,MIN,2023,2023,1,2019706,2019706,2019706,2019706
Jahmi'us Ramsey,SG,OKC,2023,2023,1,2019706,2019706,2019706,2019706
Elijah Hughes,SF,MIL,2023,2023,1,2019706,2019706,2019706,2019706
Jason Preston,PG,MEM,2023,2023,1,2019706,2019706,2019706,2019706
Nate Darling,SG,LAC,2023,2023,1,2019706,2019706,2019706,2019706
Devin Cannady,PG,NOP,2023,2023,1,2019706,2019706,2019706,2019706
Brodric Thomas,G,LAC,2023,2023,1,2019706,2019706,2019706,2019706
Xavier Moon,SG,LAC,2023,2023,1,2019706,2019706,2019706,2019706
Jontay Porter,PF,DET,2023,2023,1,2019706,2019706,2019706,2019706
Daishen Nix,PG,MIN,2023,2023,1,2019706,2019706,2019706,2019706
Zhaire Smith,SG,CLE,2023,2023,1,2019706,2019706,2019706,2019706
Vit Krejci,PG,MIN,2023,2023,1,2019706,2019706,2019706,2019706
Mac McClung,PG,ORL,2023,2023,1,2019706,2019706,2019706,2019706
Trevelin Queen,SG,ORL,2023,2023,1,2019706,2019706,2019706,2019706
David Duke Jr.,SG,PHI,2023,2023,1,2019706,2019706,2019706,2019706
Marques Bolden,C,MIL,2023,2023,1,2019706,2019706,2019706,2019706
Joe Wieskamp,SF,DAL,2023,2023,1,2019706,2019706,2019706,2019706
Greg Brown III,PF,DAL,2023,2023,1,2019706,2019706,2019706,2019706
Justin Champagnie,SF,MIA,2023,2023,1,2019706,2019706,2019706,2019706
Trendon Watford,PF,BKN,2023,2023,1,2019706,2019706,2019706,2019706
Duane Washington Jr.,PG,NYK,2023,2023,1,2019706,2019706,2019706,2019706
Nate Hinton,SG,HOU,2023,2023,1,2019706,2019706,2019706,2019706
Jeff Dowtin,PG,TOR,2023,2023,1,2019706,2019706,2019706,2019706
Sandro Mamukelashvili,C,SAS,2023,2023,1,2019706,2019706,2019706,2019706
Skylar Mays,SG,POR,2023,2023,1,1863879,1863879,1863879,1863879
Aleem Ford,SF,CLE,2023,2023,1,1801769,1801769,1801769,1801769
Rob Edwards,SG,CLE,2023,2023,1,1801769,1801769,1801769,1801769
Kennedy Chandler,PG,BKN,2023,2023,1,1801769,1801769,1801769,1801769
David Johnson,PG,MEM,2023,2023,1,1801769,1801769,1801769,1801769
Amida Brimah,C,DEN,2023,2023,1,1801769,1801769,1801769,1801769
Jamorko Pickett,SF,DEN,2023,2023,1,1801769,1801769,1801769,1801769
Michael Foster Jr.,PF,WAS,2023,2023,1,1801769,1801769,1801769,1801769
Justin Minaya,F,POR,2023,2023,1,1801769,1801769,1801769,1801769
Ashton Hagans,PG,POR,2023,2023,1,1801769,1801769,1801769,1801769
Malcolm Hill,G,NOP,2023,2023,1,1801769,1801769,1801769,1801769
Keaton Wallace,G,ATL,2023,2023,1,1801769,1801769,1801769,1801769
Donovan Williams,SF,ATL,2023,2023,1,1801769,1801769,1801769,1801769
Jordan Schakel,SF,BOS,2023,2023,1,1801769,1801769,1801769,1801769
RaiQuan Gray,PF,SAS,2023,2023,1,1801769,1801769,1801769,1801769
Tyrese Martin,SF,MIN,2023,2023,1,1801769,1801769,1801769,1801769
Trevor Keels,SG,MIN,2023,2023,1,1801769,1801769,1801769,1801769
Jordan Hall,F,BKN,2023,2023,1,1801769,1801769,1801769,1801769
Keifer Sykes,PG,BKN,2023,2023,1,1801769,1801769,1801769,1801769
Sharife Cooper,PG,CLE,2023,2023,1,1801769,1801769,1801769,1801769
Zavier Simpson,PG,DET,2023,2023,1,1801769,1801769,1801769,1801769
Brandon Williams,PG,ORL,2023,2023,1,1801769,1801769,1801769,1801769
Quenton Jackson,G,CHI,2023,2023,1,1801769,1801769,1801769,1801769
Trevon Scott,SF,CHA,2023,2023,1,1801769,1801769,1801769,1801769
Scotty Pippen Jr.,PG,LAL,2023,2023,1,1801769,1801769,1801769,1801769
Javonte Smart,G,PHI,2023,2023,1,1801769,1801769,1801769,1801769
Cole Swider,F,MIA,2023,2023,1,1801769,1801769,1801769,1801769
Stanley Umude,G,DET,2023,2023,1,1801769,1801769,1801769,1801769
Buddy Boeheim,SG,DET,2023,2023,1,1801769,1801769,1801769,1801769
Jeenathan Williams,SG,HOU,2023,2023,1,1801769,1801769,1801769,1801769
Spencer Dinwiddie,PG,LAL,2023,2023,1,1554664,1554664,1554664,1554664
Juan Toscano-Anderson,SF,SAC,2023,2023,1,1517989,1517989,1517989,1517989
James Johnson,PF,IND,2023,2023,1,1230816,1230816,1230816,1230816
Bismack Biyombo,C,OKC,2023,2023,1,1194075,1194075,1194075,1194075
Omari Moore,F,TOR,2023,2023,1,1119563,1119563,1119563,1119563
Isaiah Miller,G,UTA,2023,2023,1,1119563,1119563,1119563,1119563
Devontae Shuler,SG,CLE,2023,2023,1,1119563,1119563,1119563,1119563
Ryan Turell,SF,DET,2023,2023,1,1119563,1119563,1119563,1119563
Nate Roberts,PF,DET,2023,2023,1,1119563,1119563,1119563,1119563
Jared Brownridge,G,PHI,2023,2023,1,1119563,1119563,1119563,1119563
Patrick Gardner,C,BKN,2023,2023,1,1119563,1119563,1119563,1119563
Javonte Cooke,G,MIN,2023,2023,1,1119563,1119563,1119563,1119563
Gabe Kalscheur,SG,WAS,2023,2023,1,1119563,1119563,1119563,1119563
James Banks III,C,BOS,2023,2023,1,1119563,1119563,1119563,1119563
Reginald Kissoonlal,PF,BOS,2023,2023,1,1119563,1119563,1119563,1119563
Terrell Brown Jr.,G,CHA,2023,2023,1,1119563,1119563,1119563,1119563
Joey Hauser,PF,LAC,2023,2023,1,1119563,1119563,1119563,1119563
Jaden Shackelford,G,OKC,2023,2023,1,1119563,1119563,1119563,1119563
D.J. Carton,PG,MIN,2023,2023,1,1119563,1119563,1119563,1119563
Kihei Clark,PG,MIL,2023,2023,1,1119563,1119563,1119563,1119563
Adam Flagler,G,OKC,2023,2023,1,1119563,1119563,1119563,1119563
Caleb McConnell,G,OKC,2023,2023,1,1119563,1119563,1119563,1119563
Dane Goodwin,SG,SAC,2023,2023,1,1119563,1119563,1119563,1119563
Jake Stephens,C,SAC,2023,2023,1,1119563,1119563,1119563,1119563
Adonis Arms,F,MEM,2023,2023,1,1119563,1119563,1119563,1119563
Bryce Wills,SG,DEN,2023,2023,1,1119563,1119563,1119563,1119563
Daeqwon Plowden,G,ORL,2023,2023,1,1119563,1119563,1119563,1119563
Hunter Maldonado,SF,OKC,2023,2023,1,1119563,1119563,1119563,1119563
Kamarion Williams,F,OKC,2023,2023,1,1119563,1119563,1119563,1119563
Kyle Mangas,G,IND,2023,2023,1,1119563,1119563,1119563,1119563
Darius McGhee,G,IND,2023,2023,1,1119563,1119563,1119563,1119563
Reid Travis,F,IND,2023,2023,1,1119563,1119563,1119563,1119563
Yuri Collins,G,GSW,2023,2023,1,1119563,1119563,1119563,1119563
Timmy Allen,SF,MEM,2023,2023,1,1119563,1119563,1119563,1119563
Taze Moore,SF,DAL,2023,2023,1,1119563,1119563,1119563,1119563
Izaiah Brockington,G,NOP,2023,2023,1,1119563,1119563,1119563,1119563
Kahlil Whitney,SF,CHI,2023,2023,1,1119563,1119563,1119563,1119563
David Singleton,SG,ATL,2023,2023,1,1119563,1119563,1119563,1119563
Au'Diese Toney,SF,DEN,2023,2023,1,1119563,1119563,1119563,1119563
Jalen Crutcher,G,NOP,2023,2023,1,1119563,1119563,1119563,1119563
Keshawn Justice,SF,UTA,2023,2023,1,1119563,1119563,1119563,1119563
Michael Devoe,SG,UTA,2023,2023,1,1119563,1119563,1119563,1119563
Brandon Randolph,G,ATL,2023,2023,1,1119563,1119563,1119563,1119563
Erik Stevenson,G,SAS,2023,2023,1,1119563,1119563,1119563,1119563
Kameron Hankerson,SF,BKN,2023,2023,1,1119563,1119563,1119563,1119563
Trey McGowens,PG,BKN,2023,2023,1,1119563,1119563,1119563,1119563
Kylor Kelley,C,BOS,2023,2023,1,1119563,1119563,1119563,1119563
Jazian Gortman,G,MIL,2023,2023,1,1119563,1119563,1119563,1119563
Bryson Williams,PF,LAC,2023,2023,1,1119563,1119563,1119563,1119563
Malachi Smith,G,POR,2023,2023,1,1119563,1119563,1119563,1119563
Duop Reath,C,POR,2023,2023,1,1119563,1119563,1119563,1119563
Antoine Davis,SG,POR,2023,2023,1,1119563,1119563,1119563,1119563
Jules Bernard,SG,WAS,2023,2023,1,1119563,1119563,1119563,1119563
Makur Maker,C,TOR,2023,2023,1,1119563,1119563,1119563,1119563
Matthew Hurt,PF,MEM,2023,2023,1,1119563,1119563,1119563,1119563
Charles Bediako,F,SAS,2023,2023,1,1119563,1119563,1119563,1119563
Landers Nolley II,SF,NOP,2023,2023,1,1119563,1119563,1119563,1119563
James Akinjo,PG,SAC,2023,2023,1,1119563,1119563,1119563,1119563
D.J. Steward,PG,BOS,2023,2023,1,1119563,1119563,1119563,1119563
Liam Robbins,C,NOP,2023,2023,1,1119563,1119563,1119563,1119563
Tevian Jones,PF,NOP,2023,2023,1,1119563,1119563,1119563,1119563
Trey Jemison,PF,NOP,2023,2023,1,1119563,1119563,1119563,1119563
Darryl Morsell,SG,TOR,2023,2023,1,1119563,1119563,1119563,1119563
Jarkel Joiner,G,ATL,2023,2023,1,1119563,1119563,1119563,1119563
Javan Johnson,F,GSW,2023,2023,1,1119563,1119563,1119563,1119563
Jayce Johnson,C,GSW,2023,2023,1,1119563,1119563,1119563,1119563
Kendric Davis,PG,GSW,2023,2023,1,1119563,1119563,1119563,1119563
Brandon Slater,SF,BOS,2023,2023,1,1119563,1119563,1119563,1119563
Jon Elmore,G,MIA,2023,2023,1,1119563,1119563,1119563,1119563
Scottie Lindsey,SG,BKN,2023,2023,1,1119563,1119563,1119563,1119563
Pedro Bradshaw,G,IND,2023,2023,1,1119563,1119563,1119563,1119563
Craig Sword,G,IND,2023,2023,1,1119563,1119563,1119563,1119563
Kyler Edwards,G,BKN,2023,2023,1,1119563,1119563,1119563,1119563
Chance Comanche,C,SAC,2023,2023,1,1119563,1119563,1119563,1119563
Chase Audige,SG,WAS,2023,2023,1,1119563,1119563,1119563,1119563
Dexter Dennis,G,DAL,2023,2023,1,1119563,1119563,1119563,1119563
Marcus Bagley,SF,PHI,2023,2023,1,1119563,1119563,1119563,1119563
Javante McCoy,G,SAS,2023,2023,1,1119563,1119563,1119563,1119563
Dejan Vasiljevic,SG,WAS,2023,2023,1,1119563,1119563,1119563,1119563
Alex Morales,G,ORL,2023,2023,1,1119563,1119563,1119563,1119563
Pete Nance,PF,CLE,2023,2023,1,1119563,1119563,1119563,1119563
Jordan Ford,PG,SAC,2023,2023,1,1119563,1119563,1119563,1119563
Justin Powell,SG,CLE,2023,2023,1,1119563,1119563,1119563,1119563
Henri Drell,SF,CHI,2023,2023,1,1119563,1119563,1119563,1119563
George Conditt IV,PF,POR,2023,2023,1,1119563,1119563,1119563,1119563
Taylor Funk,PF,BOS,2023,2023,1,1119563,1119563,1119563,1119563
Max Heidegger,PG,CHI,2023,2023,1,1119563,1119563,1119563,1119563
Angelo Allegri,F,CHA,2023,2023,1,1119563,1119563,1119563,1119563
Nathan Mensah,F,CHA,2023,2023,1,1119563,1119563,1119563,1119563
Jaylen Sims,G,CHA,2023,2023,1,1119563,1119563,1119563,1119563
Damion Baugh,SG,LAL,2023,2023,1,1119563,1119563,1119563,1119563
Bryce Hamilton,SG,LAL,2023,2023,1,1119563,1119563,1119563,1119563
Vincent Valerio-Bodon,G,LAL,2023,2023,1,1119563,1119563,1119563,1119563
Drew Timme,F,MIL,2023,2023,1,1119563,1119563,1119563,1119563
Alex Antetokounmpo,SF,MIL,2023,2023,1,1119563,1119563,1119563,1119563
Iverson Molinar,SG,MIL,2023,2023,1,1119563,1119563,1119563,1119563
Taevion Kinsey,G,UTA,2023,2023,1,1119563,1119563,1119563,1119563
Nick Ongenda,C,UTA,2023,2023,1,1119563,1119563,1119563,1119563
Jordan Walker,G,DAL,2023,2023,1,1119563,1119563,1119563,1119563
Brandon McCoy,C,MIA,2023,2023,1,1119563,1119563,1119563,1119563
Drew Peterson,F,MIA,2023,2023,1,1119563,1119563,1119563,1119563
Alondes Williams,G,MIA,2023,2023,1,1119563,1119563,1119563,1119563
Caleb Daniels,G,MIA,2023,2023,1,1119563,1119563,1119563,1119563
Souley Boum,G,DEN,2023,2023,1,1119563,1119563,1119563,1119563
Obadiah Noel,G,NYK,2023,2023,1,1119563,1119563,1119563,1119563
Dmytro Skapintsev,C,NYK,2023,2023,1,1119563,1119563,1119563,1119563
Matthew Mayer,SF,HOU,2023,2023,1,1119563,1119563,1119563,1119563
Joshua Obiesie,F,HOU,2023,2023,1,1119563,1119563,1119563,1119563
Kevin Obanor,F,TOR,2023,2023,1,1119563,1119563,1119563,1119563
Mouhamadou Gueye,F,TOR,2023,2023,1,1119563,1119563,1119563,1119563
Tosan Evbuomwan,SG,DET,2023,2023,1,1119563,1119563,1119563,1119563
Andrew Funk,SG,DEN,2023,2023,1,1119563,1119563,1119563,1119563
Armaan Franklin,G,DEN,2023,2023,1,1119563,1119563,1119563,1119563
Jacob Toppin,SF,NYK,2023,2023,1,1119563,1119563,1119563,1119563
Danilo Gallinari,PF,MIL,2023,2023,1,1047112,1047112,1047112,1047112
Thaddeus Young,PF,PHX,2023,2023,1,1010371,1010371,1010371,1010371
Delon Wright,PG,MIA,2023,2023,1,947205,947205,947205,947205
Mike Muscala,C,OKC,2023,2023,1,808297,808297,808297,808297
Patty Mills,PG,MIA,2023,2023,1,734816,734816,734816,734816
Trent Forrest,PG,ATL,2023,2023,1,553151,553151,553151,553151
Shake Milton,SG,NYK,2023,2023,1,552938,552938,552938,552938
Taj Gibson,C,DET,2023,2023,1,551112,551112,551112,551112
Lester Quinones,SG,GSW,2023,2023,1,548815,548815,548815,548815
Gabe Vincent,PG,LAL,2023,2023,1,500000,500000,500000,500000
Christian Wood,C,LAL,2023,2023,1,500000,500000,500000,500000
Maxwell Lewis,SF,LAL,2023,2023,1,500000,500000,500000,500000
Jalen Hood-Schifino,PG,LAL,2023,2023,1,500000,500000,500000,500000
Jaxson Hayes,C,LAL,2023,2023,1,500000,500000,500000,500000
Max Christie,SG,LAL,2023,2023,1,500000,500000,500000,500000
Austin Reaves,SG,LAL,2023,2023,1,500000,500000,500000,500000
Jarred Vanderbilt,PF,LAL,2023,2023,1,500000,500000,500000,500000
Rui Hachimura,PF,LAL,2023,2023,1,500000,500000,500000,500000
D'Angelo Russell,PG,LAL,2023,2023,1,500000,500000,500000,500000
Taurean Prince,PF,LAL,2023,2023,1,500000,500000,500000,500000
Anthony Davis,C,LAL,2023,2023,1,500000,500000,500000,500000
LeBron James,PF,LAL,2023,2023,1,500000,500000,500000,500000
Cam Reddish,SF,LAL,2023,2023,1,500000,500000,500000,500000
Dominick Barlow,PF,SAS,2023,2023,1,455620,455620,455620,455620
T.J. Warren,SF,MIN,2023,2023,1,317307,317307,317307,317307
Marcus Morris Sr.,SF,CLE,2023,2023,1,312297,312297,312297,312297
Colin Castleton,PF,LAL,2023,2023,1,250000,250000,250000,250000
Alex Fudge,F,LAL,2023,2023,1,250000,250000,250000,250000
Dâ€™Moi Hodge,F,LAL,2023,2023,1,250000,250000,250000,250000
Jalen Smith,PF,IND,2023,2023,1,200000,200000,200000,200000
Andrew Nembhard,PG,IND,2023,2023,1,200000,200000,200000,200000
Jordan Nwora,SF,IND,2023,2023,1,200000,200000,200000,200000
